Mesh ID,Generic name,Common name,Synonyms,Tree
D038201,alpha-Crystallins,alpha-Crystallins,"Crystallins, alpha|alpha-Crystallin|alpha-Crystallins|alpha Crystallin|alpha Crystallins",D12.776.306.366.100|D12.776.580.157
D038202,alpha-Crystallin A Chain,alpha-Crystallin A Chain,"alpha-Crystallin, A Subunit|alpha A Crystallin|Crystallins, alpha A Chain|alpha Crystallin, A Subunit|alpha-Crystallin A Chain|alpha Crystallin A Chain|alpha A-Crystallin",D12.776.306.366.100.149|D12.776.580.157.149
D038203,alpha-Crystallin B Chain,alpha-Crystallin B Chain,"alpha-Crystallin B Chain|Rosenthal Fiber Component|Crystallins, alpha B Chain|B Chain, alpha-Crystallin|alpha Crystallin, B Subunit|alpha B Crystallin|B Subunit alpha-Crystallin|alpha Crystallin B Chain|alpha B-Crystallin|alpha-Crystallin, B Subunit",D12.776.580.157.300|D12.776.306.366.100.300
D038204,beta-Crystallins,beta-Crystallins,"beta Crystallin|beta-Crystallins|beta-Crystallin|beta Crystallins|Crystallins, beta",D12.776.306.366.300
D038205,beta-Crystallin A Chain,beta-Crystallin A Chain,"beta-Crystallin A Chain|Crystallins, beta A Chain|beta-Crystallin, A Subunit|A Chain, beta-Crystallin|A Subunit beta-Crystallin|beta Crystallin, A Subunit|beta Crystallin A Chain|beta A Crystallin|beta A-Crystallin",D12.776.306.366.300.100
D038206,beta-Crystallin B Chain,beta-Crystallin B Chain,"Crystallins, beta B Chain|B-Crystallin, beta|B Chain, beta-Crystallin|beta B Crystallin|beta-Crystallin B Chain|beta B-Crystallin|beta-Crystallin Basic Principal Polypeptide|beta Crystallin B Chain",D12.776.306.366.300.200
D038207,delta-Crystallins,delta-Crystallins,"delta Crystallin|delta-Crystallins|delta Crystallins|Crystallins, delta|delta-Crystallin",D08.811.520.232.300.400.500|D12.776.306.366.310
D038221,epsilon-Crystallins,epsilon-Crystallins,"epsilon Crystallins|epsilon-Crystallin|epsilon-Crystallins|epsilon Crystallin|Crystallins, epsilon",D08.811.682.047.551.249|D12.776.306.366.350
D038222,gamma-Crystallins,gamma-Crystallins,"gamma-Crystallins|gamma-Crystallin|gamma Crystallin|gamma Crystallins|Crystallins, gamma",D12.776.306.366.850
D038224,omega-Crystallins,omega-Crystallins,"Crystallins, omega|omega Crystallin|omega-Crystallin|omega Crystallins|omega-Crystallins",D12.776.306.366.925|D08.811.682.657.163.249.750
D038225,tau-Crystallins,tau-Crystallins,"tau-Crystallins|tau-Crystallin|Crystallins, tau|tau Crystallins|tau Crystallin",D08.811.520.241.300.500.500|D12.776.306.366.962
D038226,zeta-Crystallins,zeta-Crystallins,"zeta Crystallin NADPH Oxidoreductase|zeta-Crystallins|zeta Crystallin-NADPH Oxidoreductase|Crystallins, zeta|zeta-Crystallin|zeta Crystallins|Crystallin-NADPH Oxidoreductase, zeta|Oxidoreductase, zeta Crystallin-NADPH|zeta Crystallin",D12.776.306.366.981|D08.811.682.608.800.500.500
D037761,"Silent Information Regulator Proteins, Saccharomyces cerevisiae","Silent Information Regulator Proteins, Saccharomyces cerevisiae","SIR Proteins, S cerevisiae|Silent Mating Type Information Regulator Protein, S cerevisiae|Silent Information Regulator Proteins, Saccharomyces cerevisiae|Silent Information Regulator Proteins, S cerevisiae",D12.776.354.750.750|D12.776.660.820
D038341,Glycogen Synthase Kinases,Glycogen Synthase Kinases,"Glycogen Synthase Kinase|Kinase, Glycogen Synthase|Glycogen Synthase Kinases|Kinases, Glycogen Synthase|Synthase Kinase, Glycogen",D12.776.476.563.429|D08.811.913.696.620.682.700.429
D038362,Glycogen Synthase Kinase 3,Glycogen Synthase Kinase 3,gsk-3 Gene Product|GSK-3|Glycogen Synthase Kinase 3,D12.776.476.081.875|D05.500.117.875|D12.776.476.563.429.500|D08.811.913.696.620.682.700.646.625|D12.776.476.563.646.625|D08.811.913.696.620.682.700.429.500
D038461,Proline-Directed Protein Kinases,Proline-Directed Protein Kinases,"Proline-Directed Protein Kinase|Proline Directed Protein Kinases|Proline-Directed Protein Kinases|Proline Directed Protein Kinase|Protein-Proline Kinase|PDPK Enzymes|Kinase, Protein-Proline|Protein Kinases, Proline-Directed|Protein Kinase, Proline-Directed|Kinase, Proline-Directed Protein|Protein Proline Kinase|Kinases, Proline-Directed Protein",D12.776.476.563.646|D08.811.913.696.620.682.700.646
D038501,Tankyrases,Tankyrases,"Tankyrases|TRF-1 Interacting, Ankyrin-Related, ADP-Ribose Polymerases|Tankyrase",D08.811.913.400.725.115.690.840
D019893,Ribosomal Protein S6,Ribosomal Protein S6,"Protein S6, Ribosomal|Ribosomal Protein S6",D12.776.835.931
D038681,Follistatin,Follistatin,Activin-Binding Protein|Activin Binding Protein|Follistatin,D12.776.157.247
D038702,Follistatin-Related Proteins,Follistatin-Related Proteins,Follistatin-Related Protein 1|Follistatin-Like Protein 3|Follistatin-Like Secreted Glycoprotein|Follistatin Related Proteins|Follistatin Like Secreted Glycoprotein|Follistatin Like Protein 1|Follistatin-Related Proteins|Follistatin Secreted Related Protein|Follistatin Like Protein 3|Follistatin Related Protein 1|FLRG Protein|Follistatin-Like Protein 1|FSTL1 Gene Product|FSTL3 Gene Product,D12.776.157.286
D038744,"Ribosomal Protein S6 Kinases, 90-kDa","Ribosomal Protein S6 Kinases, 90-kDa","Ribosomal Protein S6 Kinases, 90 kDa|Ribosomal Protein S6 Kinases, 90-kDa|MAPKAP-K1|p90(rsk)|MAP-Kinase-Activated Kinase 1|MAPKAP Kinase-1|p90 Ribosomal S6 Kinase|MAP Kinase Activated Protein Kinase 1|pp90(rsk)|MAPKAPK1|MAP Kinase Activated Kinase 1|Ribosomal Protein S6 Kinase, 90-kDa|Ribosomal Protein S6 Kinase, 90 kDa|MAP-Kinase-Activated Protein Kinase 1|MAPKAP Kinase 1",D12.776.476.563.862.500|D08.811.913.696.620.682.700.862.500
D038762,"Ribosomal Protein S6 Kinases, 70-kDa","Ribosomal Protein S6 Kinases, 70-kDa","p70s6k|Ribosomal Protein S6 Kinases, 70-kDa|S6 Kinase, p70|p70 S6 Kinase|Ribosomal Protein S6 Kinases, 70 kDa",D08.811.913.696.620.682.700.862.249|D12.776.476.563.862.249
D038941,Polypyrimidine Tract-Binding Protein,Polypyrimidine Tract-Binding Protein,"Polypyrimidine Tract Binding Protein|PTB Protein|p57 Cytoplasmic RNA Binding Protein|Splicing Factor, PTB|Polypyrimidine Tract-Binding Protein|PTB Splicing Factor|p57 Cytoplasmic RNA-Binding Protein|pPTB|Tract-Binding Protein, Polypyrimidine",D12.776.664.962.829.250|D12.776.157.725.829.250
D038961,O-Acetyl-ADP-Ribose,O-Acetyl-ADP-Ribose,"Adenosine Diphosphate Ribose, O Acetyl|O-Acetyl-Adenosine-Diphosphate-Ribose|O Acetyl ADP Ribose|Adenosine-Diphosphate-Ribose, O-Acetyl-|O Acetyl Adenosine Diphosphate Ribose|AADPR|O-Acetyl- Adenosine-Diphosphate-Ribose|O-Acetyl-ADP-Ribose",D13.695.667.138.124.070.125.040|D09.408.620.569.070.125.040|D13.695.827.068.124.070.125.040|D03.633.100.759.646.138.124.070.125.040|D13.695.827.708.070.125.040
D038981,"Receptors, Collagen","Receptors, Collagen","Collagen Receptors|Receptors, Collagen|Receptor, Collagen|Collagen Receptor",D12.776.543.750.685
D038982,Integrin alpha2beta1,Integrin alpha2beta1,"Glycoprotein Ia IIa|CD49b-CD29|VLA 2|alpha2beta1Integrin|Late Antigen-2, Very|Very Late Antigen-2|VLA-2|Very Late Antigen 2|CD49b CD29|Glycoprotein Ia-IIa|Platelet Membrane Glycoprotein Heterodimer Ia-IIa|Platelet Membrane Glycoprotein Heterodimer Ia IIa|alpha2beta1, Integrin|Integrin alpha2beta1",D12.776.543.550.625.298|D12.776.395.550.625.298|D12.776.543.750.705.408.850.199|D12.776.543.750.705.675.352|D09.400.430.890.625.298|D12.776.543.750.705.408.530.249|D12.776.543.750.685.200|D12.776.543.750.705.876.280
D039001,Integrin alpha Chains,Integrin alpha Chains,"alpha Chains, Integrin|Integrin alpha Chains|Integrins, alpha|alpha Integrins|Integrin alpha Subunits",D12.776.543.750.705.408.100
D039041,Integrin alpha4beta1,Integrin alpha4beta1,"Integrin alpha(4)beta(1)|alpha4beta1, Integrin Heterodimer|Heterodimer alpha4beta1, Integrin|Integrin Heterodimer alpha4beta1|Very Late Antigen-4|alpha4beta1 Integrin|Late Antigen-4, Very|Very Late Antigen 4|Integrin alpha4beta1|Integrin, alpha4beta1|CD49d-CD29|Antigen-4, Very Late|Very Late Activation Antigen-4|VLA-4|alpha4beta1, Integrin|Very Late Activation Antigen 4",D12.776.543.750.705.877.347|D12.776.395.550.200.625.347|D09.400.430.890.200.625.347|D12.776.543.750.705.408.530.500|D23.050.301.350.625.347|D12.776.543.550.200.625.347|D12.776.543.750.705.408.850.299
D039081,Integrin alpha5beta1,Integrin alpha5beta1,"Fibronectin Receptor|Ic-IIa, Platelet Glycoprotein|Integrin alpha 5 beta 1|Platelet Glycoprotein Ic IIa|Receptor, Fibronectin|Glycoprotein Ic-IIa, Platelet|VLA 5 Receptors|Integrin alpha-5 beta-1|beta-1, Integrin alpha-5|VLA-5 Receptors|Platelet Glycoprotein Ic-IIa|Receptors, VLA 5|VLA-5|alpha-5 beta-1, Integrin|Integrin alpha5beta1|alpha5beta1, Integrin|Receptors, VLA-5",D12.776.543.550.625.379|D12.776.543.750.705.408.850.349|D12.776.395.550.625.379|D12.776.543.750.705.408.530.750|D12.776.543.750.705.876.374|D09.400.430.890.625.379|D12.776.543.750.705.675.460
D039102,Poly(A)-Binding Proteins,Poly(A)-Binding Proteins,Poly A-Binding Protein|Poly(A)-Binding Protein|Poly A Binding Proteins|Poly(A)-Binding Proteins|Poly A Binding Protein|Poly A-Binding Proteins|Poly(A)+ mRNA Binding Protein,D12.776.157.725.452|D12.776.664.962.452
D039141,Poly(A)-Binding Protein II,Poly(A)-Binding Protein II,"Pabp2 Protein|Poly(A) Binding Protein, Nuclear 1|PABP2|Poly(A) Binding Protein II|PAB2 Poly(A) Binding Protein|PAB II|Poly(A)-Binding Protein II|Pabp2 Gene Product",D12.776.664.962.452.500|D12.776.157.725.452.500
D039121,Integrin alpha6beta1,Integrin alpha6beta1,"alpha6Bbeta1, Integrin|VLA 6|Integrin alpha6Bbeta1|Platelet Glycoprotein I'c-IIa|Integrin alpha6beta1|CD49f-CD29|alpha6beta1 Integrin|Platelet Glycoprotein I'c IIa|Integrin alpha6Abeta1|alpha 6 beta 1 Integrin|I'c-IIa, Platelet Glycoprotein|Glycoprotein I'c-IIa, Platelet|alpha6Abeta1, Integrin|alpha6beta1, Integrin|CD49f CD29|Integrin alpha(6)beta(1)|VLA-6|Integrin, alpha6beta1",D12.776.543.550.625.419|D12.776.543.750.705.675.514|D12.776.543.750.705.408.850.674|D09.400.430.890.625.419|D12.776.543.750.705.876.500|D12.776.395.550.625.419
D039122,Poly(A)-Binding Protein I,Poly(A)-Binding Protein I,"PAB1 Poly(A) Binding Protein|PABP1 Protein|p70 Poly(A) Binding Protein|Poly(A)-Binding Protein I|PABPC1 Protein|Poly(A)-Binding Protein, Cytoplasmic 1",D12.776.664.962.452.249|D12.776.157.725.452.249
D039161,Integrin alpha6beta4,Integrin alpha6beta4,"beta4 Integrin, alpha6|Integrin alpha(6),beta(4)|alpha6 beta4 Integrin|alpha6beta4, Integrin|Antigen, A9|Tumor Specific Protein-180 Complex|alpha(6)beta(4) Epithelial Integrin|Integrin, alpha6 beta4|Tumor Specific Protein 180 Complex|Laminin-5 Receptor (alpha6beta4 Integrin)|Integrin alpha6beta4|alpha(6)beta(4) Integrin|TSP-180|A9 Antigen",D12.776.543.750.705.408.460.170|D12.776.543.750.705.876.750
D039181,Steroid 16-alpha-Hydroxylase,Steroid 16-alpha-Hydroxylase,"Steroid 16alpha-Hydroxylase|Progesterone 16 alpha Hydroxylase|Estradiol 16-alpha Hydroxylase|Estrone 16 alpha Hydroxylase|Testosterone 16 alpha Hydroxylase|16-alpha Hydroxylase|Estrone 16-alpha Hydroxylase|Estrogen 16-alpha Hydroxylase|Estradiol 16 alpha Hydroxylase|Progesterone-16-alpha-Hydroxylase|16 alpha Hydroxylase|Progesterone 16-alpha-Hydroxylase|16alpha-Hydroxylase|Testosterone 16alpha Hydroxylase|Testosterone 16-alpha Hydroxylase|Steroid 16 alpha Hydroxylase|16-alpha-Hydroxylase, Steroid|Estrone-3-sulfate 16-alpha Hydroxylase|Estrone 3 sulfate 16 alpha Hydroxylase|Cytochrome P-450(16 alpha)|Estrogen 16 alpha Hydroxylase|Steroid 16-alpha-Hydroxylase|Steroid 16alpha Hydroxylase|Progesterone 16 alpha-Hydroxylase",D08.811.682.690.708.170.915.737|D12.776.422.220.453.915.737|D08.244.453.915.737
D039201,Integrin alpha3beta1,Integrin alpha3beta1,"alpha3beta1, Integrin|Integrin alpha3beta1|alpha3beta1 Integrin|Epiligrin Receptor|Laminin-5 Receptor (alpha3beta1 integrin)|Receptor, Epiligrin|Integrin, alpha3beta1|VLA-3|Galactoprotein b3|Receptor, alpha3beta1 Epiligrin|CD49c-CD29|Integrin alpha(3)beta(1)|Epiligrin Receptor, alpha3beta1|alpha3beta1 Epiligrin Receptor|Gap b3",D12.776.543.750.685.300|D12.776.543.750.705.408.850.249|D12.776.543.750.705.876.311
D012323,mRNA Cleavage and Polyadenylation Factors,mRNA Cleavage and Polyadenylation Factors,"Pre-mRNA Polyadenylation Factor|Polyadenylation Factors|Polyadenylation Factor|Cleavage and Polyadenylation Factor|mRNA Cleavage and Polyadenylation Factors|Pre mRNA Polyadenylation Factor|Polyadenylation Factor, Pre-mRNA|Cleavage and Polyadenylation Factors",D12.776.664.962.444|D12.776.157.725.124
D039222,Integrin alpha1beta1,Integrin alpha1beta1,"alpha1beta1 Integrin|VLA-1|Integrin alpha1beta1|Integrin, alpha1beta1|CD49a-CD29|alpha1beta1, Integrin|Integrin alpha(1)beta(1)",D12.776.543.750.705.408.850.099|D12.776.543.750.705.876.249|D12.776.543.750.685.100
D039223,Cleavage And Polyadenylation Specificity Factor,Cleavage And Polyadenylation Specificity Factor,"Cleavage And Polyadenylation Specificity Factor|Cleavage Polyadenylation Specificity Factor|Cleavage And Polyadenylation Specificity Factor, 73-kDa Subunit|Cleavage And Polyadenylation Specificity Factor, 100-kDa Subunit|CPSF Protein|Cleavage And Polyadenylation Specificity Factor, 30-kDa Subunit|Cleavage And Polyadenylation Specificity Factor, 73 kDa Subunit|Subunit, CPSF-100-kDa|Cleavage And Polyadenylation Specificity Factor, 160-kDa Subunit|CPSF 160 kDa Subunit|CPSF 30 kDa Subunit|CPSF 73 kDa Subunit|CPSF 30K|CPSF-100-kDa Subunit|Cleavage And Polyadenylation Specificity Factor, 100 kDa Subunit|CPSF 100 kDa Subunit|Subunit, CPSF-73-kDa|Subunit, CPSF-30-kDa|CPSF-73-kDa Subunit|Subunit, CPSF-160-kDa|Cleavage And Polyadenylation Specificity Factor, 30 kDa Subunit|CPSF-160-kDa Subunit|Cleavage And Polyadenylation Specificity Factor, 160 kDa Subunit|Cleavage-Polyadenylation Specificity Factor|CPSF-30-kDa Subunit",D12.776.664.962.444.240|D12.776.157.725.124.240
D039241,Cleavage Stimulation Factor,Cleavage Stimulation Factor,Cleavage Stimulation Factor|CstF Protein,D12.776.157.725.124.249|D12.776.664.962.444.249
D039302,Integrin alphaVbeta3,Integrin alphaVbeta3,"beta-3, Integrin alpha-v|Receptor, Vitronectin|Vitronectin Receptor|alpha-v beta-3 Integrin Receptors|alpha v beta 3 Integrin Receptors|alphaVbeta3, Integrin|alpha-v beta-3, Integrin|Integrin alpha v beta 3|Integrin alpha-v beta-3|Receptors, alpha-v beta-3 Integrin|Receptors, alpha v beta 3 Integrin|Integrin alphaVbeta3",D12.776.543.750.705.675.541|D12.776.395.550.625.439|D12.776.543.550.625.439|D12.776.543.750.705.408.460.870.500|D09.400.430.890.625.439
D039341,"Receptors, Fibrinogen","Receptors, Fibrinogen","Receptor, Fibrinogen|Fibrinogen Receptors|Fibrinogen Receptor|Receptors, Fibrinogen",D12.776.543.750.705.408.495
D039381,RNA Cap-Binding Proteins,RNA Cap-Binding Proteins,"Cap Binding Protein|Binding Protein, Cap|Cap Binding Protein Complex|Cap-Binding Protein Complex|Cap Binding Proteins|Cap-Binding Proteins, RNA|RNA Cap-Binding Proteins|RNA Cap Binding Proteins|mRNA Cap Binding Proteins|Binding Proteins, Cap",D12.776.664.962.750|D12.776.157.725.750
D039421,Integrin alpha2,Integrin alpha2,"Platelet Glycoprotein Ia|Antigen, CD49b|Glycoprotein Ia, Platelet|alpha2, Integrin|VLA 2 alpha Chain|CD49b Antigen|GPIa|alpha Chain, VLA-2|CD49b Antigens|Integrin alpha2|Integrin, alpha2|alpha2 Integrin|Antigens, CD49b|VLA-2 alpha Chain",D12.776.543.750.705.408.100.350
D039422,Integrin alpha3,Integrin alpha3,"Integrin alpha3|Antigen, CD49c|alpha(3) Integrin|alpha3, Integrin|Fusion Regulatory Protein-2|Antigens, CD49c|CD49c Antigens|Fusion Regulatory Protein 2|FRP-2|CD49c Antigen",D12.776.543.750.705.408.100.400
D039423,Integrin alpha1,Integrin alpha1,"Integrin, alpha1|Integrin alpha(1)|alpha1 Integrin|Antigen, CD49a|Antigens, CD49a|CD49a Antigen|VLA 1 alpha Subunit|CD49a Antigens|VLA-1 alpha Subunit|Integrin alpha1|alpha Subunit, VLA-1",D12.776.543.750.705.408.100.300
D000069442,Integrin alpha4,Integrin alpha4,"Integrin alpha4|CD49d Antigens|alpha4 Integrin|CD49d Antigen|Antigens, CD49d|Integrin, alpha4",D12.776.543.750.705.408.100.450
D039481,CD11b Antigen,CD11b Antigen,"CD11b Antigen|CD11b Antigens|Integrin alphaM|alphaM, Integrin|Integrin alpha M|Antigen, CD11b|ITGAM Protein|Integrin, alphaM|Complement Component Receptor 3, alpha|alpha M, Integrin|Antigens, CD11b|alphaM Integrin|Antigen, Mo1|Mo1 Glycoprotein|Mo1 Antigen",D12.776.543.750.705.833.062|D23.050.301.350.074.049|D12.776.543.550.200.093.750|D09.400.430.890.200.074.750|D12.776.543.750.705.408.100.150|D12.776.395.550.200.074.750
D039482,Integrin alpha5,Integrin alpha5,"alpha5 Integrin|alpha(5) Integrin|Antigens, CD49e|Integrin, alpha5|Integrin alphaF|Platelet Glycoprotein Ic|CD49e Antigen|CD49e Antigens|alphaF, Integrin|Ic, Platelet Glycoprotein|VLA-5 alpha Chain|Glycoprotein Ic, Platelet|VLA 5 alpha Chain|alpha Chain, VLA-5|Integrin alpha5|alpha5, Integrin|Antigen, CD49e",D12.776.543.750.705.408.100.500
D039502,Nuclear Cap-Binding Protein Complex,Nuclear Cap-Binding Protein Complex,"Cap-Binding Protein Complex, Nuclear|Nuclear Cap Binding Protein, 80-kDa|Nuclear Cap Binding Protein Complex|NCBP2 Protein|Cap Binding Complex 80 kDa protein|CBP20 Protein|Nuclear Cap Binding Protein Subunit 2, 20 kDa|CAF20 Gene Product|Nuclear Cap Binding Protein Subunit 1, 80 kDa|CBP80 Protein|NCBP1 Protein|Nuclear Cap Binding Protein Subunit 2, 20-kDa|Nuclear Cap Binding Protein Subunit 1, 80-kDa|Nuclear Cap Binding Protein, 80 kDa|Nuclear Cap-Binding Protein Complex|Cap-Binding Complex 80-kDa protein|Cap Binding Protein Complex, Nuclear",D12.776.157.725.750.750|D12.776.664.962.750.750
D039161,Integrin alpha6,Integrin alpha6,"Integrin, alpha6|alpha(6) Integrin|alpha6B, Integrin|CD49f Antigen|CD49f Antigens|Integrin alpha6B|Antigens, CD49f|Integrin alpha6|Antigen, CD49f|Integrin alpha6A|alpha6A, Integrin|alpha6 Integrin|alpha6, Integrin",D12.776.543.750.705.408.100.550
D039521,CD11c Antigen,CD11c Antigen,"Antigen, CD11c|Integrin alphaX|CD11c Antigen|alphaX, Integrin|Antigens, CD11c|CD11c Antigens|Antigens, Leu-M5|Leu M5 Antigens|Leu-M5 Antigens",D12.776.543.550.200.275.500|D12.776.543.750.705.408.100.200|D23.050.301.350.275.500|D09.400.430.890.200.275.500|D12.776.543.550.200.093.875|D12.776.543.750.705.833.249.500|D12.776.543.750.705.408.600.100.500|D12.776.395.550.200.275.500|D23.050.301.350.074.074|D09.400.430.890.200.074.875|D12.776.395.550.200.074.875
D039561,Eukaryotic Initiation Factor-4E,Eukaryotic Initiation Factor-4E,"Eukaryotic Initiation Factor 4E|EIF 4E|Initiation Factor-4E, Eukaryotic|CDC33 Gene Product|Eukaryotic Peptide Initiation Factor-4E|EIF-4E|Eukaryotic Peptide Initiation Factor 4E|Peptide Initiation Factor EIF 4E|Peptide Initiation Factor EIF-4E|Factor-4E, Eukaryotic Initiation|EIF4E|Eukaryotic Initiation Factor-4E",D12.776.835.725.868.500.750|D12.776.157.725.750.374
D039562,Eukaryotic Initiation Factor-4F,Eukaryotic Initiation Factor-4F,"Protein Initiation Factor EIF-4F|EIF-(iso)4F|EIF4F Translation Initiation Complex|Eukaryotic Initiation Factor-(iso)4F|Peptide Initiation Factor EIF 4F|EIF 4F|Protein Initiation Factor EIF 4F|Eukaryotic Initiation Factor 4F|Initiation Factor-4F, Eukaryotic|Peptide Initiation Factor EIF-4F|Eukaryotic Initiation Factor-4F|EIF4F|EIF-4F",D12.776.835.725.868.500|D12.776.664.962.750.374
D018926,"Histamine H1 Antagonists, Non-Sedating","Histamine H1 Antagonists, Non-Sedating","Antihistamine, Second Generation|Third Generation H1 Antagonist|H1 Antihistamines, Non-Sedating|Second Generation H1 Antagonist|Second Generation Antihistamines|H1 Antihistamines, Non Sedating|Antihistamines, Second Generation|Second Generation Antihistamine|Third Generation H1 Antagonists|Histamine H1 Antagonists, Non Sedating|Generation Antihistamine, Second|Second Generation H1 Antagonists|Non-Sedating H1 Antihistamines|Histamine H1 Antagonists, Non-Sedating",D27.505.519.625.375.425.400.500|D27.505.696.577.375.425.400.500
D039564,Integrin alphaV,Integrin alphaV,"CD51 Antigens|Integrin alphaV|alphav Integrin|Integrin alpha V|Integrin, alphav|alpha V, Integrin|Antigens, CD51|CD51 Antigen|alpha(V) Integrin|Antigen, CD51|alphaV, Integrin",D12.776.543.750.705.408.100.900
D039601,Eukaryotic Initiation Factor-4A,Eukaryotic Initiation Factor-4A,"Factor-4A3, Eukaryotic Initiation|Eukaryotic Initiation Factor EIF-4A|Initiation Factor-4A, Eukaryotic|Eukaryotic Initiation Factor 4A2|EIF-4A1|Initiation Factor-4A3, Eukaryotic|Initiation Factor-4A2, Eukaryotic|EIF4AIII|Eukaryotic Peptide Initiation Factor 4A|Eukaryotic Translation Initiation Factor 4AIII|Factor-4A2, Eukaryotic Initiation|EIF-4A|EIF-4A2|Eukaryotic Initiation Factor EIF 4A|Eukaryotic Initiation Factor-4A1|Eukaryotic Translation-Initiation Factor 4AIII|Eukaryotic Initiation Factor-4A2|Peptide Initiation Factor EIF-4A|Eukaryotic Initiation Factor-4A|Peptide Initiation Factor EIF 4A|Factor-4A1, Eukaryotic Initiation|Initiation Factor-4A1, Eukaryotic|Eukaryotic Initiation Factor 4A1|Eukaryotic Peptide Initiation Factor-4A|Eukaryotic Initiation Factor-4A3|Eukaryotic Initiation Factor 4A3|Eukaryotic Initiation Factor 4A|EIF-4A3",D08.811.913.696.445.735.720.500|D12.776.835.725.868.500.500
D039603,Eukaryotic Initiation Factor-4G,Eukaryotic Initiation Factor-4G,Eukaryotic-Translation Initiation Factor 4G|Eukaryotic Initiation Factor-4G|EIF 4G|EIF4G|Eukaryotic Peptide Initiation Factor 4G|Peptide Initiation Factor EIF-4G|EIF-4G|Peptide Initiation Factor EIF 4G|Eukaryotic Initiation Factor 4G|Eukaryotic Translation Initiation Factor 4 gamma|Eukaryotic Translation Initiation Factor 4G|Eukaryotic Peptide Initiation Factor-4G,D12.776.835.725.868.500.875
D039621,Eukaryotic Initiation Factor-3,Eukaryotic Initiation Factor-3,"Peptide Initiation Factor EIF 3|EIF3 gamma|Eukaryotic Initiation Factor 3, delta Subunit|Eukaryotic Initiation Factor 3 p110|Eukaryotic Initiation Factor 3, Subunit 2|Eukaryotic Initiation Factor 3, gamma Subunit|Eukaryotic Initiation Factor-3, beta Subunit|Eukaryotic Initiation Factor 3, Subunit 6|Eukaryotic Initiation Factor-3, Subunit 7|Eukaryotic Initiation Factor-3, Subunit 4|Eukaryotic Initiation Factor-3, Subunit 8|Int 6 Gene Product|Eukaryotic Peptide Initiation Factor-3, alpha Subunit|EIF3-alpha|EIF3-epsilon|Eukaryotic Initiation Factor-3, delta Subunit|Eukaryotic Peptide Initiation Factor 3, Subunit 5|Eukaryotic Initiation Factor-3, gamma Subunit|EIF3S3 Protein|Int-6 Gene Product|Eukaryotic Initiation Factor-3, zeta Subunit|EIF3-p48|EIF3-beta|EIF3-zeta|Eukaryotic Peptide Initiation Factor-3, Subunit 4|Int-6 Protein|Eukaryotic Translation Initiation Factor-3, Subunit 8|Eukaryotic Peptide Initiation Factor 3, alpha Subunit|Eukaryotic Initiation Factor 3, zeta Subunit|Eukaryotic Initiation Factor 3, Subunit 1|EIF3 p110|Eukaryotic Peptide Initiation Factor-3, Subunit 3|EIF3 p42 Protein|Eukaryotic Peptide Initiation Factor-3, Subunit 2|EIF-3|Eukaryotic Peptide Initiation Factor 3|Eukaryotic Peptide Initiation Factor 3, Subunit 3|EIF3 epsilon|EIF3|Initiation Factor-3, Eukaryotic|p42 EIF3 Protein|Eukaryotic Initiation Factor-3, Subunit 2|EIF3S3 Gene Product|Eukaryotic Initiation Factor-3 p110|Eukaryotic Initiation Factor-3, Subunit 6|EIF3 alpha|Eukaryotic Initiation Factor-3|Eukaryotic Peptide Initiation Factor 3, Subunit 4|Eukaryotic Peptide Initiation Factor 3, Subunit 1|Eukaryotic Initiation Factor-3, Subunit 5|Eukaryotic Initiation Factor-3, Subunit 3|Eukaryotic Peptide Initiation Factor 3, Subunit 2|Eukaryotic Initiation Factor 3, Subunit 8|Eukaryotic Peptide Initiation Factor-3, Subunit 1|Gene Product, Int-6|Eukaryotic Translation Initiation Factor 3, Subunit 8|Eukaryotic Initiation Factor 3, beta Subunit|Eukaryotic Initiation Factor 3, Subunit 7|Eukaryotic Initiation Factor 3, Subunit 5|Eukaryotic Initiation Factor 3, Subunit 4|EIF3 Protein, p42|Eukaryotic Initiation Factor-3, Subunit 1|EIF3S4 Protein|Eukaryotic Initiation Factor 3|Int 6 Protein|Peptide Initiation Factor EIF-3|INT6 Protein|EIF3-gamma|Eukaryotic Peptide Initiation Factor-3|Eukaryotic Initiation Factor 3, Subunit 3",D12.776.835.725.868.437
D039641,Integrin beta Chains,Integrin beta Chains,"Integrin beta Chains|Integrin beta Subunits|beta Chains, Integrin|Integrins, beta|beta Integrins",D12.776.543.750.705.408.200
D039642,Eukaryotic Initiation Factors,Eukaryotic Initiation Factors,"Translation Initiation Factors, Eukaryotic|Peptide Initiation Factors, Eukaryotic|Eukaryotic Initiation Factors|Eukaryotic Peptide Initiation Factors|Initiation Factors, Eukaryotic",D12.776.835.725.868
D039302,Integrin beta3,Integrin beta3,"beta3 Integrin|Antigen, CD61|Platelet Glycoprotein IIIa|beta3A Integrin|Integrin, beta3B|beta(3) Integrin|Platelet Membrane Glycoprotein IIIa|Antigens, CD61|beta3C Integrin|Integrin beta3C|Platelet GPIIIa|Integrin, beta3C|Integrin beta3A|CD61 Antigen|beta3B Integrin|Integrin beta3|Integrin beta3B|CD61 Antigens|Integrin, beta3A|GPIIIa|beta3, Integrin|Glycoprotein IIIa, Platelet|Integrin, beta3",D12.776.543.750.705.408.200.750
